Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2024 BMW M850 M850I XDRIVE,"$109,525",6 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L Turbo,WBABC4C04RCN60776,2023-05-15 08:01:19.024488,Cars.com
2024 BMW X7 xDrive40i,"$94,195",3 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM0XR9S41143,2023-05-15 08:01:20.800008,Cars.com
2024 BMW X7 xDrive40i,"$90,195",10 mi.,Mineral White Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM0XR9S16811,2023-05-15 08:01:24.136337,Cars.com
2024 BMW X7 xDrive40i,"$94,445",14 mi.,Black Sapphire Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM04R9S21602,2023-05-15 08:01:26.608784,Cars.com
2022 Ford Bronco Wildtrak,"$62,950","1,782 mi.",Race Red,Gray,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMDE5CP9NLB78922,2023-05-15 08:01:30.331737,Cars.com
2014 BMW 428 i,"$15,938","121,450 mi.",Mineral Gray Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA3V5C5XEJ968978,2023-05-15 08:01:32.196888,Cars.com
2015 Audi A7 3.0T Prestige,"$25,498","76,273 mi.",Daytona Gray Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAU2GAFC1FN002893,2023-05-15 08:01:34.480156,Cars.com
2017 Mercedes-Benz SLC 300 Base,"$27,241","60,652 mi.",Polar White,Shara Beige,Rear-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDPK3JA5HF141212,2023-05-15 08:01:36.877749,Cars.com
2023 Audi A5 45 S line Premium Plus,"$58,331","6,635 mi.",Mythos Black Metallic w/ Black Roof,Black,All-wheel Drive,Gasoline,Automatic,2.0L,WAU4AGF51PN001114,2023-05-15 08:01:39.960971,Cars.com
2023 Volkswagen Tiguan 2.0T SE,"$34,384",6 mi.,Deep Black Pearl Effect,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VVNB7AX2PM088143,2023-05-15 08:01:43.222385,Cars.com
2023 Cadillac CT4-V Blackwing,"$86,785",5 mi.,Radiant Red Tintcoat,Sky Cool Gray,Rear-wheel Drive,Gasoline,Automatic,Turbocharged V6 3.6L/217,1G6DL5RP9P0411061,2023-05-15 08:01:45.757143,Cars.com
2023 Cadillac CT4-V Blackwing,"$75,439",5 mi.,Rift Metallic,Jet Black,Rear-wheel Drive,Gasoline,Automatic,Turbocharged V6 3.6L/217,1G6DL5RPXP0410503,2023-05-15 08:01:49.270507,Cars.com
2011 Honda CR-V SE,"$11,499","151,029 mi.",Black,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE4H44BL083810,2023-05-15 08:01:50.902443,Cars.com
2022 Ford Explorer Timberline,"$48,300","4,043 mi.",Agate Black Metallic,Deep Cypress,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH0NGC15362,2023-05-15 08:01:53.393433,Cars.com
2014 Volkswagen Passat 2.0L TDI SE,"$15,990","43,882 mi.",Gray,Titan Black,Front-wheel Drive,Diesel,6-Speed,2.0L I4 16V DDI DOHC Turbo Diesel,1VWBN7A3XEC009948,2023-05-15 08:02:01.768574,Cars.com
2014 Ford Edge SEL,"$13,000","119,936 mi.",Kodiak Brown Metallic,Charcoal Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMDK3JC0EBB60046,2023-05-15 08:02:04.247967,Cars.com
2023 Toyota Highlander Hybrid XLE,"$46,812",–,Celestial Silver Metallic,Black,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5TDKBRCH9PS19E161,2023-05-15 08:02:06.845410,Cars.com
2023 Toyota RAV4 XLE Premium,"$37,853",5 mi.,Wind Chill Pearl,Ash,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3C1RFV8PW265000,2023-05-15 08:02:09.034885,Cars.com
2023 Toyota RAV4 XLE Premium,"$37,088",5 mi.,Magnetic Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3A1RFV5PC353303,2023-05-15 08:02:11.165216,Cars.com
2023 Nissan Titan XD PRO-4X,"$58,693",5 mi.,Gun Metallic,Black,Four-wheel Drive,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1FB5PN113050,2023-05-15 08:02:13.726019,Cars.com
2020 Alfa Romeo Stelvio Ti,"$33,978","13,908 mi.",Silverstone Gray Metallic,Chocolate,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN5L7C92568,2023-05-15 08:02:16.386092,Cars.com
2023 Kia Telluride EX X-Line,"$47,825",5 mi.,Wolf Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DGC4PG381630,2023-05-15 08:02:19.356117,Cars.com
2023 Kia Telluride S,"$39,875",5 mi.,Ebony Black,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64GC6PG395746,2023-05-15 08:02:22.498915,Cars.com
2023 Kia Telluride S,"$41,380",5 mi.,Gravity Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP6DGC5PG395060,2023-05-15 08:02:25.605992,Cars.com
2023 Kia Telluride EX,"$46,375",10 mi.,Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DGC7PG381816,2023-05-15 08:02:28.085090,Cars.com
2023 Toyota RAV4 XLE,"$35,063",5 mi.,Lunar Rock,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV6PW367722,2023-05-15 08:02:30.784129,Cars.com
2022 Jeep Grand Cherokee 4xe Summit,"$58,885",15 mi.,Metallic,Global Black,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,1C4RJYE68N8762243,2023-05-15 08:02:34.241259,Cars.com
2015 Honda Odyssey EX-L,"$18,500","102,553 mi.",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H69FB073074,2023-05-15 08:02:37.810705,Cars.com
2018 Acura TLX V6 Advance,"$22,995","78,743 mi.",Bellanova White Pearl,Parchment,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB2F76JA003879,2023-05-15 08:02:39.907709,Cars.com
2021 Ford Mustang Mach-E Premium,"$41,995","19,126 mi.",Shadow Black,–,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SU9MMA03745,2023-05-15 08:02:42.476492,Cars.com
2023 Toyota Tundra Hybrid Capstone,"$75,995","1,095 mi.",Magnetic Gray Metallic,Black / White,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,5TFVC5DB1PX018434,2023-05-15 08:02:45.386312,Cars.com
2023 GMC Terrain SLT,"$40,865",14 mi.,Volcanic Red,Jet Black,All-wheel Drive,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,3GKALVEG2PL208557,2023-05-15 08:02:48.729886,Cars.com
2023 GMC Terrain Denali,"$43,765",9 mi.,Ebony Twilight Metallic,Jet Black,All-wheel Drive,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,3GKALXEG4PL223640,2023-05-15 08:02:52.106243,Cars.com
2022 Buick Encore Preferred,"$21,160",6 mi.,Dark Moon Blue Metallic,Ebony,Front-wheel Drive,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,KL4CJASM3NB564585,2023-05-15 08:02:55.309618,Cars.com
2023 Honda Accord Hybrid Sport,"$33,445",10 mi.,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F57PA005190,2023-05-15 08:03:04.512643,Cars.com
2023 Lincoln Aviator Reserve AWD,"$77,920",23 mi.,Ceramic Pearl Metallic,Sandstone,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC3PGL20855,2023-05-15 08:03:08.190004,Cars.com
2023 Genesis GV80 3.5T,"$77,330",–,Vik Black,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMUHCESC2PU145622,2023-05-15 08:03:10.172783,Cars.com
2023 GMC Canyon 4WD Elevation,"$44,320",3 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GTP6BEK1P1131378,2023-05-15 08:03:13.245768,Cars.com
2023 Mazda Mazda3 2.5 S Carbon Edition,"$29,920",6 mi.,Polymetal Gray Metallic,Red,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM1BPALM1P1607571,2023-05-15 08:03:16.604788,Cars.com
2022 Lincoln Navigator Reserve,"$88,000","4,958 mi.",Ocean Drive Blue,Roast,Rear-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2KT4NEL00101,2023-05-15 08:03:18.804168,Cars.com
2019 Ford Flex SEL,"$24,000","68,409 mi.",Oxford White,Charcoal Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5C87KBA19164,2023-05-15 08:03:21.595233,Cars.com
2023 GMC Canyon Denali,"$54,955",0 mi.,Volcanic Red Tintcoat,Jet Black/Teak,Four-wheel Drive,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",1GTP6FEK3P1130479,2023-05-15 08:03:24.700220,Cars.com
2023 GMC Canyon Base,"$49,260",0 mi.,Summit White,Jet Black/Timber,Four-wheel Drive,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",1GTP6DEK9P1136095,2023-05-15 08:03:27.025163,Cars.com
2023 BMW XM ,"$159,995",17 mi.,Toronto Red Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8,5YM23CS06P9R58443,2023-05-15 08:03:29.192498,Cars.com
2023 BMW M850 i xDrive,"$117,240",14 mi.,Mineral White Metallic,Tartufo,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBAFY4C0XPCM99675,2023-05-15 08:03:32.624767,Cars.com
2023 Chevrolet Equinox LS,"$24,424","1,634 mi.",Summit White / White,Medium Ash Gray,Front-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXHEG6PL118448,2023-05-15 08:03:35.046361,Cars.com
2023 Ford Ranger XLT,"$45,030",5 mi.,Cactus Green / Gray,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH4PLE18294,2023-05-15 08:03:37.736119,Cars.com
2023 Toyota 4Runner Limited,"$53,897",–,Classic Silver Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR0P6154573,2023-05-15 08:03:41.225957,Cars.com
2023 Genesis GV80 3.5T,"$71,405",10 mi.,Savile Silver,Black Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,KMUHCESC3PU143281,2023-05-15 08:03:44.825713,Cars.com
2012 Scion xB ,"$6,998","181,267 mi.",–,–,Front-wheel Drive,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,JTLZE4FE6CJ027497,2023-05-15 08:03:46.543257,Cars.com
2023 Jeep Wrangler Sport S,"$39,400",8 mi.,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4HJXDGXPW680383,2023-05-15 08:03:48.768342,Cars.com
2023 Ford F-150 Lightning Platinum,"$95,624",–,Agate Black Metallic,–,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FT6W1EV5PWG05982,2023-05-15 08:03:51.169550,Cars.com
2023 GMC Canyon AT4,"$52,910",1 mi.,Desert Sand Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GTP6DEK4P1154391,2023-05-15 08:03:53.345657,Cars.com
2023 GMC Canyon Denali,"$54,310",1 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GTP6FEK0P1134702,2023-05-15 08:03:56.080530,Cars.com
2023 Lincoln Aviator Standard AWD,"$59,140",24 mi.,Infinite Black Metallic,Ebony,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J6XC0PGL13209,2023-05-15 08:04:04.219920,Cars.com
2023 Honda Civic Type R Touring,"$44,845",10 mi.,Blue Pearl,Black,FWD,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,JHMFL5G49PX001476,2023-05-15 08:04:07.182113,Cars.com
2023 Honda Passport TrailSport,"$45,290",8 mi.,Radiant Red Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H63PB004757,2023-05-15 08:04:10.284088,Cars.com
2023 Nissan Titan Platinum Reserve,"$64,857",12 mi.,Deep Blue Pearl,Beige,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED0PN107210,2023-05-15 08:04:12.705814,Cars.com
2022 Nissan Rogue Sport SV,"$30,443","1,056 mi.",Gun Metallic,Charcoal,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1BW7NW489002,2023-05-15 08:04:15.016331,Cars.com
2023 Nissan Frontier S,"$34,008",12 mi.,Black,Charcoal,Four-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1N6ED1CM7PN638805,2023-05-15 08:04:17.907485,Cars.com
2023 Mazda CX-30 2.5 S,"$24,500",3 mi.,Deep Crystal Blue Mica,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,3MVDMBAM5PM552814,2023-05-15 08:04:20.249537,Cars.com
2023 Mazda CX-9 Carbon Edition,"$46,130","6,522 mi.",Polymetal Gray Metallic,Red,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L,JM3TCBDY4P0636194,2023-05-15 08:04:23.235661,Cars.com
2023 Mazda MX-5 Miata Club,"$37,610",3 mi.,Zircon,Black,Rear-wheel Drive,Gasoline,Manual,2.0L I4 16V GDI DOHC,JM1NDAC70P0552990,2023-05-15 08:04:26.827896,Cars.com
2022 Ford Mustang Mach 1,"$61,430",7 mi.,Iconic Silver Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8R07N5555213,2023-05-15 08:04:30.449961,Cars.com
2023 Kia Telluride SX-P,"$52,185",14 mi.,Gravity Gray,Black,All-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",5XYP5DGC3PG337550,2023-05-15 08:04:32.947899,Cars.com
2023 GMC Sierra 2500 SLE,"$71,120",5 mi.,Summit White,Jet Black,Four-wheel Drive,Diesel,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die",1GT49MEY0PF260628,2023-05-15 08:04:35.465342,Cars.com
2024 BMW iX xDrive50,"$102,545",7 mi.,Black Sapphire Metallic,–,All-wheel Drive,Gasoline,Automatic,12 Cylinder,WB523CF00RCN59595,2023-05-15 08:04:39.156031,Cars.com
2024 BMW X7 xDrive40i,"$94,445",7 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM00R9S29065,2023-05-15 08:04:42.017507,Cars.com
2023 Chevrolet Colorado 4WD Trail Boss,"$42,255",0 mi.,Glacier Blue Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GCPTEEK3P1134258,2023-05-15 08:04:44.364499,Cars.com
2022 Ford Explorer ST-Line,"$44,339","10,878 mi.",Blue,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8KH9NGB12763,2023-05-15 08:04:47.614832,Cars.com
2023 Honda CR-V Hybrid Sport Touring,"$39,845",–,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800651,2023-05-15 08:04:50.857540,Cars.com
2023 Kia Seltos SX,"$28,887","3,495 mi.",Cherry Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,KNDETCA28P7368006,2023-05-15 08:04:54.157007,Cars.com
2022 RAM 2500 Tradesman,"$52,045",0 mi.,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,6.4L V8 16V MPFI OHV,3C6UR5HJ6NG351717,2023-05-15 08:04:56.250660,Cars.com
2023 GMC Canyon Elevation,"$49,460",1 mi.,Dynamic Blue Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GTP6BEK9P1144041,2023-05-15 08:04:59.755299,Cars.com
2022 Ford Expedition XLT,"$63,950","11,781 mi.",Dark Matter Metallic,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU1JT7NEA18301,2023-05-15 08:05:11.363794,Cars.com
2021 Alfa Romeo Giulia Ti,"$35,800","30,563 mi.",Vulcano Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN5M7643797,2023-05-15 08:05:14.392768,Cars.com
2018 Land Rover Discovery Sport SE,"$25,998","58,122 mi.",Byron Blue,Ebony,Four-wheel Drive,Gasoline,Automatic,I4,SALCP2RX4JH746340,2023-05-15 08:05:16.915316,Cars.com
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"$54,998","26,554 mi.",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,W1N0G6EB1LF797801,2023-05-15 08:05:20.395482,Cars.com
2023 Mazda CX-9 Touring Plus,"$43,220",7 mi.,Soul Red Crystal Metallic,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBAY3P0649099,2023-05-15 08:05:22.195591,Cars.com
2015 Bentley Flying Spur V8,"$84,451","13,184 mi.",Silver,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,SCBET9ZA5F8047664,2023-05-15 08:05:24.769864,Cars.com
2023 Ford F-250 XLT,"$52,765",2 mi.,Oxford White,–,Four-wheel Drive,Gasoline,10-Speed Automatic,7.3L V8 16V MPFI OHV,1FTBF2BN8PEC05154,2023-05-15 08:05:26.634472,Cars.com
2023 GMC Sierra 1500 SLT,"$60,487",0 mi.,Summit White,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",3GTUUDED0PG254046,2023-05-15 08:05:29.923668,Cars.com
2024 BMW M440 i xDrive,"$68,520",9 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6,WBA13AR03RCN25406,2023-05-15 08:05:32.475259,Cars.com
2022 Audi SQ7 4.0T Premium Plus,"$88,980","17,568 mi.",Barrel Brown Metallic,Arras Red,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WA1VWBF73ND000086,2023-05-15 08:05:35.252957,Cars.com
2023 Chevrolet Colorado 4WD Trail Boss,"$42,610",0 mi.,Sand Dune Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GCPTEEK1P1137773,2023-05-15 08:05:37.047440,Cars.com
2023 Chevrolet Colorado LT,"$38,645",11 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,–,2.7L I4 16V GDI DOHC Turbo,1GCGTCEC7P1130761,2023-05-15 08:05:39.157645,Cars.com
2022 Chevrolet Suburban LT,"$71,444","2,195 mi.",Dark Ash Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,1GNSKCKD7NR364186,2023-05-15 08:05:41.219266,Cars.com
